areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
overview,United Kingdom,K02000001,2020/4/29,4076,165221
overview,United Kingdom,K02000001,2020/4/28,3996,161145
overview,United Kingdom,K02000001,2020/4/27,4310,157149
overview,United Kingdom,K02000001,2020/4/26,4463,152840
overview,United Kingdom,K02000001,2020/4/25,4913,148377
overview,United Kingdom,K02000001,2020/4/24,5386,143464
overview,United Kingdom,K02000001,2020/4/23,4583,138078
overview,United Kingdom,K02000001,2020/4/22,4451,133495
overview,United Kingdom,K02000001,2020/4/21,4301,129044
overview,United Kingdom,K02000001,2020/4/20,4676,124743
overview,United Kingdom,K02000001,2020/4/19,5850,120067
overview,United Kingdom,K02000001,2020/4/18,5526,114217
overview,United Kingdom,K02000001,2020/4/17,5599,108692
overview,United Kingdom,K02000001,2020/4/16,4618,103093
overview,United Kingdom,K02000001,2020/4/15,4605,98476
overview,United Kingdom,K02000001,2020/4/14,5252,93873
overview,United Kingdom,K02000001,2020/4/13,4342,88621
overview,United Kingdom,K02000001,2020/4/12,5288,84279
overview,United Kingdom,K02000001,2020/4/11,5234,78991
overview,United Kingdom,K02000001,2020/4/10,5706,73758
overview,United Kingdom,K02000001,2020/4/9,4675,68052
overview,United Kingdom,K02000001,2020/4/8,5865,63377
overview,United Kingdom,K02000001,2020/4/7,3888,57512
overview,United Kingdom,K02000001,2020/4/6,4143,53624
overview,United Kingdom,K02000001,2020/4/5,6199,49481
overview,United Kingdom,K02000001,2020/4/4,4000,43282
overview,United Kingdom,K02000001,2020/4/3,4672,39282
overview,United Kingdom,K02000001,2020/4/2,4522,34610
overview,United Kingdom,K02000001,2020/4/1,4567,30088
overview,United Kingdom,K02000001,2020/3/31,3250,25521
overview,United Kingdom,K02000001,2020/3/30,2665,22271
overview,United Kingdom,K02000001,2020/3/29,2502,19606
overview,United Kingdom,K02000001,2020/3/28,2556,17104
overview,United Kingdom,K02000001,2020/3/27,2890,14548
overview,United Kingdom,K02000001,2020/3/26,2129,11658
overview,United Kingdom,K02000001,2020/3/25,1452,9529
overview,United Kingdom,K02000001,2020/3/24,1427,8077
overview,United Kingdom,K02000001,2020/3/23,967,6650
overview,United Kingdom,K02000001,2020/3/22,665,5683
overview,United Kingdom,K02000001,2020/3/21,1035,5018
overview,United Kingdom,K02000001,2020/3/20,714,3983
overview,United Kingdom,K02000001,2020/3/19,643,3269
overview,United Kingdom,K02000001,2020/3/18,676,2626
overview,United Kingdom,K02000001,2020/3/17,407,1950
overview,United Kingdom,K02000001,2020/3/16,152,1543
overview,United Kingdom,K02000001,2020/3/15,330,1391
overview,United Kingdom,K02000001,2020/3/14,264,1061
overview,United Kingdom,K02000001,2020/3/13,207,797
overview,United Kingdom,K02000001,2020/3/12,134,590
overview,United Kingdom,K02000001,2020/3/11,83,456
overview,United Kingdom,K02000001,2020/3/10,52,373
overview,United Kingdom,K02000001,2020/3/9,50,321
overview,United Kingdom,K02000001,2020/3/8,65,271
overview,United Kingdom,K02000001,2020/3/7,46,206
overview,United Kingdom,K02000001,2020/3/6,46,160
overview,United Kingdom,K02000001,2020/3/5,29,114
overview,United Kingdom,K02000001,2020/3/4,34,85
overview,United Kingdom,K02000001,2020/3/3,11,51
overview,United Kingdom,K02000001,2020/3/2,5,40
overview,United Kingdom,K02000001,2020/3/1,12,35
overview,United Kingdom,K02000001,2020/2/29,4,23
overview,United Kingdom,K02000001,2020/2/28,6,19
overview,United Kingdom,K02000001,2020/2/27,0,13
overview,United Kingdom,K02000001,2020/2/26,0,13
overview,United Kingdom,K02000001,2020/2/25,0,13
overview,United Kingdom,K02000001,2020/2/24,4,13
overview,United Kingdom,K02000001,2020/2/23,0,9
overview,United Kingdom,K02000001,2020/2/22,0,9
overview,United Kingdom,K02000001,2020/2/21,0,9
overview,United Kingdom,K02000001,2020/2/20,0,9
overview,United Kingdom,K02000001,2020/2/19,0,9
overview,United Kingdom,K02000001,2020/2/18,0,9
overview,United Kingdom,K02000001,2020/2/17,0,9
overview,United Kingdom,K02000001,2020/2/16,0,9
overview,United Kingdom,K02000001,2020/2/15,0,9
overview,United Kingdom,K02000001,2020/2/14,0,9
overview,United Kingdom,K02000001,2020/2/13,1,9
overview,United Kingdom,K02000001,2020/2/12,0,8
overview,United Kingdom,K02000001,2020/2/11,0,8
overview,United Kingdom,K02000001,2020/2/10,4,8
overview,United Kingdom,K02000001,2020/2/9,1,4
overview,United Kingdom,K02000001,2020/2/8,0,3
overview,United Kingdom,K02000001,2020/2/7,0,3
overview,United Kingdom,K02000001,2020/2/6,1,3
overview,United Kingdom,K02000001,2020/2/5,0,2
overview,United Kingdom,K02000001,2020/2/4,0,2
overview,United Kingdom,K02000001,2020/2/3,0,2
overview,United Kingdom,K02000001,2020/2/2,0,2
overview,United Kingdom,K02000001,2020/2/1,0,2
overview,United Kingdom,K02000001,2020/1/31,2,2
