"","date","un_region","who_region","country","iso_code","cases_new","cases_total","deaths_new","deaths_total","recovered_new","recovered_total","hosp_new","hosp_total","tested_new","tested_total"
"1485",2020-08-02,"Americas","AMRO","Canada","CA",513,116298,6,8897,NA,NA,NA,NA,NA,NA
"1486",2020-08-02,"Asia","WPRO","China","CN",180,88302,6,4674,NA,NA,NA,NA,NA,NA
"1487",2020-08-02,"Europe","EURO","France","FR",1938,182108,0,30147,NA,NA,NA,NA,NA,NA
"1488",2020-08-02,"Europe","EURO","Germany","DE",561,210698,1,9407,NA,NA,NA,NA,NA,NA
"1489",2020-08-02,"Europe","EURO","Italy","IT",295,247832,5,35146,NA,NA,NA,NA,NA,NA
"1490",2020-08-02,"Europe","EURO","United Kingdom","GB",697,305709,14,41390,NA,NA,NA,NA,NA,NA
"1491",2020-08-02,"Americas","AMRO","United States","US",68107,4623534,1377,159776,NA,NA,NA,NA,NA,NA
"1492",2020-08-03,"Americas","AMRO","Canada","CA",287,116585,6,8903,NA,NA,NA,NA,NA,NA
"1493",2020-08-03,"Asia","WPRO","China","CN",158,88460,3,4677,NA,NA,NA,NA,NA,NA
"1494",2020-08-03,"Europe","EURO","France","FR",2008,184116,0,30147,NA,NA,NA,NA,NA,NA
"1495",2020-08-03,"Europe","EURO","Germany","DE",305,211003,1,9408,NA,NA,NA,NA,NA,NA
"1496",2020-08-03,"Europe","EURO","Italy","IT",238,248070,8,35154,NA,NA,NA,NA,NA,NA
"1497",2020-08-03,"Europe","EURO","United Kingdom","GB",559,306268,11,41401,NA,NA,NA,NA,NA,NA
"1498",2020-08-03,"Americas","AMRO","United States","US",56515,4680049,1125,160901,NA,NA,NA,NA,NA,NA
"1499",2020-08-04,"Americas","AMRO","Canada","CA",285,116870,4,8907,NA,NA,NA,NA,NA,NA
"1500",2020-08-04,"Asia","WPRO","China","CN",114,88574,1,4678,NA,NA,NA,NA,NA,NA
"1501",2020-08-04,"Europe","EURO","France","FR",1824,185940,28,30175,NA,NA,NA,NA,NA,NA
"1502",2020-08-04,"Europe","EURO","Germany","DE",799,211802,9,9417,NA,NA,NA,NA,NA,NA
"1503",2020-08-04,"Europe","EURO","Italy","IT",159,248229,12,35166,NA,NA,NA,NA,NA,NA
"1504",2020-08-04,"Europe","EURO","United Kingdom","GB",564,306832,10,41411,NA,NA,NA,NA,NA,NA
"1505",2020-08-04,"Americas","AMRO","United States","US",51150,4731199,919,161820,NA,NA,NA,NA,NA,NA
"1506",2020-08-05,"Americas","AMRO","Canada","CA",147,117017,2,8909,NA,NA,NA,NA,NA,NA
"1507",2020-08-05,"Asia","WPRO","China","CN",108,88682,5,4683,NA,NA,NA,NA,NA,NA
"1508",2020-08-05,"Europe","EURO","France","FR",2091,188031,1,30176,NA,NA,NA,NA,NA,NA
"1509",2020-08-05,"Europe","EURO","Germany","DE",950,212752,6,9423,NA,NA,NA,NA,NA,NA
"1510",2020-08-05,"Europe","EURO","Italy","IT",190,248419,5,35171,NA,NA,NA,NA,NA,NA
"1511",2020-08-05,"Europe","EURO","United Kingdom","GB",1060,307892,16,41427,NA,NA,NA,NA,NA,NA
"1512",2020-08-05,"Americas","AMRO","United States","US",45176,4776375,880,162700,NA,NA,NA,NA,NA,NA
"1513",2020-08-06,"Americas","AMRO","Canada","CA",760,117777,11,8920,NA,NA,NA,NA,NA,NA
"1514",2020-08-06,"Asia","WPRO","China","CN",122,88804,1,4684,NA,NA,NA,NA,NA,NA
"1515",2020-08-06,"Europe","EURO","France","FR",2223,190254,6,30182,NA,NA,NA,NA,NA,NA
"1516",2020-08-06,"Europe","EURO","Germany","DE",1112,213864,3,9426,NA,NA,NA,NA,NA,NA
"1517",2020-08-06,"Europe","EURO","Italy","IT",384,248803,10,35181,NA,NA,NA,NA,NA,NA
"1518",2020-08-06,"Europe","EURO","United Kingdom","GB",1065,308957,14,41441,NA,NA,NA,NA,NA,NA
"1519",2020-08-06,"Americas","AMRO","United States","US",51703,4828078,1076,163776,NA,NA,NA,NA,NA,NA
"1520",2020-08-07,"Americas","AMRO","Canada","CA",395,118172,4,8924,NA,NA,NA,NA,NA,NA
"1521",2020-08-07,"Asia","WPRO","China","CN",133,88937,3,4687,NA,NA,NA,NA,NA,NA
"1522",2020-08-07,"Europe","EURO","France","FR",921,191175,7,30189,NA,NA,NA,NA,NA,NA
"1523",2020-08-07,"Europe","EURO","Germany","DE",1170,215034,7,9433,NA,NA,NA,NA,NA,NA
"1524",2020-08-07,"Europe","EURO","Italy","IT",401,249204,6,35187,NA,NA,NA,NA,NA,NA
"1525",2020-08-07,"Europe","EURO","United Kingdom","GB",1092,310049,6,41447,NA,NA,NA,NA,NA,NA
"1526",2020-08-07,"Americas","AMRO","United States","US",55626,4883704,1255,165031,NA,NA,NA,NA,NA,NA
"1527",2020-08-08,"Americas","AMRO","Canada","CA",374,118546,4,8928,NA,NA,NA,NA,NA,NA
"1528",2020-08-08,"Asia","WPRO","China","CN",120,89057,1,4688,NA,NA,NA,NA,NA,NA
"1529",2020-08-08,"Europe","EURO","France","FR",334,191509,12,30201,NA,NA,NA,NA,NA,NA
"1530",2020-08-08,"Europe","EURO","Germany","DE",1006,216040,5,9438,NA,NA,NA,NA,NA,NA
"1531",2020-08-08,"Europe","EURO","Italy","IT",552,249756,3,35190,NA,NA,NA,NA,NA,NA
"1532",2020-08-08,"Europe","EURO","United Kingdom","GB",1105,311154,9,41456,NA,NA,NA,NA,NA,NA
"1533",2020-08-08,"Americas","AMRO","United States","US",54369,4938073,1205,166236,NA,NA,NA,NA,NA,NA
"1534",2020-08-09,"Americas","AMRO","Canada","CA",424,118970,4,8932,NA,NA,NA,NA,NA,NA
"1535",2020-08-09,"Asia","WPRO","China","CN",92,89149,0,4688,NA,NA,NA,NA,NA,NA
"1536",2020-08-09,"Europe","EURO","France","FR",2697,194206,0,30201,NA,NA,NA,NA,NA,NA
"1537",2020-08-09,"Europe","EURO","Germany","DE",710,216750,2,9440,NA,NA,NA,NA,NA,NA
"1538",2020-08-09,"Europe","EURO","Italy","IT",347,250103,13,35203,NA,NA,NA,NA,NA,NA
"1539",2020-08-09,"Europe","EURO","United Kingdom","GB",973,312127,13,41469,NA,NA,NA,NA,NA,NA
"1540",2020-08-09,"Americas","AMRO","United States","US",61847,4999920,1305,167541,NA,NA,NA,NA,NA,NA
"1541",2020-08-10,"Americas","AMRO","Canada","CA",236,119206,6,8938,NA,NA,NA,NA,NA,NA
"1542",2020-08-10,"Asia","WPRO","China","CN",121,89270,5,4693,NA,NA,NA,NA,NA,NA
"1543",2020-08-10,"Europe","EURO","France","FR",2657,196863,0,30201,NA,NA,NA,NA,NA,NA
"1544",2020-08-10,"Europe","EURO","Germany","DE",321,217071,2,9442,NA,NA,NA,NA,NA,NA
"1545",2020-08-10,"Europe","EURO","Italy","IT",463,250566,2,35205,NA,NA,NA,NA,NA,NA
"1546",2020-08-10,"Europe","EURO","United Kingdom","GB",710,312837,14,41483,NA,NA,NA,NA,NA,NA
"1547",2020-08-10,"Americas","AMRO","United States","US",51250,5051170,1042,168583,NA,NA,NA,NA,NA,NA
"1548",2020-08-11,"Americas","AMRO","Canada","CA",230,119436,5,8943,NA,NA,NA,NA,NA,NA
"1549",2020-08-11,"Asia","WPRO","China","CN",113,89383,3,4696,NA,NA,NA,NA,NA,NA
"1550",2020-08-11,"Europe","EURO","France","FR",2832,199695,13,30214,NA,NA,NA,NA,NA,NA
"1551",2020-08-11,"Europe","EURO","Germany","DE",1104,218175,2,9444,NA,NA,NA,NA,NA,NA
"1552",2020-08-11,"Europe","EURO","Italy","IT",259,250825,4,35209,NA,NA,NA,NA,NA,NA
"1553",2020-08-11,"Europe","EURO","United Kingdom","GB",627,313464,9,41492,NA,NA,NA,NA,NA,NA
"1554",2020-08-11,"Americas","AMRO","United States","US",46232,5097402,896,169479,NA,NA,NA,NA,NA,NA
"1555",2020-08-12,"Americas","AMRO","Canada","CA",681,120117,6,8949,NA,NA,NA,NA,NA,NA
"1556",2020-08-12,"Asia","WPRO","China","CN",61,89444,3,4699,NA,NA,NA,NA,NA,NA
"1557",2020-08-12,"Europe","EURO","France","FR",3442,203137,13,30227,NA,NA,NA,NA,NA,NA
"1558",2020-08-12,"Europe","EURO","Germany","DE",1193,219368,2,9446,NA,NA,NA,NA,NA,NA
"1559",2020-08-12,"Europe","EURO","Italy","IT",412,251237,6,35215,NA,NA,NA,NA,NA,NA
"1560",2020-08-12,"Europe","EURO","United Kingdom","GB",1499,314963,13,41505,NA,NA,NA,NA,NA,NA
"1561",2020-08-12,"Americas","AMRO","United States","US",43689,5141091,812,170291,NA,NA,NA,NA,NA,NA
"1562",2020-08-13,"Americas","AMRO","Canada","CA",289,120406,4,8953,NA,NA,NA,NA,NA,NA
"1563",2020-08-13,"Asia","WPRO","China","CN",82,89526,5,4704,NA,NA,NA,NA,NA,NA
"1564",2020-08-13,"Europe","EURO","France","FR",3784,206921,16,30243,NA,NA,NA,NA,NA,NA
"1565",2020-08-13,"Europe","EURO","Germany","DE",1542,220910,10,9456,NA,NA,NA,NA,NA,NA
"1566",2020-08-13,"Europe","EURO","Italy","IT",476,251713,10,35225,NA,NA,NA,NA,NA,NA
"1567",2020-08-13,"Europe","EURO","United Kingdom","GB",1378,316341,10,41515,NA,NA,NA,NA,NA,NA
"1568",2020-08-13,"Americas","AMRO","United States","US",58821,5199912,1088,171379,NA,NA,NA,NA,NA,NA
"1569",2020-08-14,"Americas","AMRO","Canada","CA",423,120829,15,8968,NA,NA,NA,NA,NA,NA
"1570",2020-08-14,"Asia","WPRO","China","CN",99,89625,3,4707,NA,NA,NA,NA,NA,NA
"1571",2020-08-14,"Europe","EURO","France","FR",616,207537,16,30259,NA,NA,NA,NA,NA,NA
"1572",2020-08-14,"Europe","EURO","Germany","DE",1491,222401,2,9458,NA,NA,NA,NA,NA,NA
"1573",2020-08-14,"Europe","EURO","Italy","IT",522,252235,6,35231,NA,NA,NA,NA,NA,NA
"1574",2020-08-14,"Europe","EURO","United Kingdom","GB",1242,317583,7,41522,NA,NA,NA,NA,NA,NA
"1575",2020-08-14,"Americas","AMRO","United States","US",54700,5254612,1330,172709,NA,NA,NA,NA,NA,NA
"1576",2020-08-15,"Americas","AMRO","Canada","CA",405,121234,9,8977,NA,NA,NA,NA,NA,NA
"1577",2020-08-15,"Asia","WPRO","China","CN",70,89695,1,4708,NA,NA,NA,NA,NA,NA
"1578",2020-08-15,"Europe","EURO","France","FR",510,208047,16,30275,NA,NA,NA,NA,NA,NA
"1579",2020-08-15,"Europe","EURO","Germany","DE",1376,223777,6,9464,NA,NA,NA,NA,NA,NA
"1580",2020-08-15,"Europe","EURO","Italy","IT",574,252809,3,35234,NA,NA,NA,NA,NA,NA
"1581",2020-08-15,"Europe","EURO","United Kingdom","GB",1156,318739,9,41531,NA,NA,NA,NA,NA,NA
"1582",2020-08-15,"Americas","AMRO","United States","US",51696,5306308,1190,173899,NA,NA,NA,NA,NA,NA
"1583",2020-08-16,"Americas","AMRO","Canada","CA",418,121652,5,8982,NA,NA,NA,NA,NA,NA
"1584",2020-08-16,"Asia","WPRO","China","CN",66,89761,2,4710,NA,NA,NA,NA,NA,NA
"1585",2020-08-16,"Europe","EURO","France","FR",4951,212998,2,30277,NA,NA,NA,NA,NA,NA
"1586",2020-08-16,"Europe","EURO","Germany","DE",756,224533,4,9468,NA,NA,NA,NA,NA,NA
"1587",2020-08-16,"Europe","EURO","Italy","IT",629,253438,158,35392,NA,NA,NA,NA,NA,NA
"1588",2020-08-16,"Europe","EURO","United Kingdom","GB",1185,319924,7,41538,NA,NA,NA,NA,NA,NA
"1589",2020-08-16,"Americas","AMRO","United States","US",55929,5362237,1051,174950,NA,NA,NA,NA,NA,NA
"1590",2020-08-17,"Americas","AMRO","Canada","CA",237,121889,4,8986,NA,NA,NA,NA,NA,NA
"1591",2020-08-17,"Asia","WPRO","China","CN",98,89859,0,4710,NA,NA,NA,NA,NA,NA
"1592",2020-08-17,"Europe","EURO","France","FR",4672,217670,1,30278,NA,NA,NA,NA,NA,NA
"1593",2020-08-17,"Europe","EURO","Germany","DE",494,225027,5,9473,NA,NA,NA,NA,NA,NA
"1594",2020-08-17,"Europe","EURO","Italy","IT",477,253915,4,35396,NA,NA,NA,NA,NA,NA
"1595",2020-08-17,"Europe","EURO","United Kingdom","GB",714,320638,12,41550,NA,NA,NA,NA,NA,NA
"1596",2020-08-17,"Americas","AMRO","United States","US",51257,5413494,942,175892,NA,NA,NA,NA,NA,NA
"1597",2020-08-18,"Americas","AMRO","Canada","CA",198,122087,2,8988,NA,NA,NA,NA,NA,NA
"1598",2020-08-18,"Asia","WPRO","China","CN",67,89926,0,4710,NA,NA,NA,NA,NA,NA
"1599",2020-08-18,"Europe","EURO","France","FR",4673,222343,18,30296,NA,NA,NA,NA,NA,NA
"1600",2020-08-18,"Europe","EURO","Germany","DE",1549,226576,8,9481,NA,NA,NA,NA,NA,NA
"1601",2020-08-18,"Europe","EURO","Italy","IT",320,254235,4,35400,NA,NA,NA,NA,NA,NA
"1602",2020-08-18,"Europe","EURO","United Kingdom","GB",602,321240,4,41554,NA,NA,NA,NA,NA,NA
"1603",2020-08-18,"Americas","AMRO","United States","US",41295,5454789,892,176784,NA,NA,NA,NA,NA,NA
"1604",2020-08-19,"Americas","AMRO","Canada","CA",785,122872,6,8994,NA,NA,NA,NA,NA,NA
"1605",2020-08-19,"Asia","WPRO","China","CN",54,89980,2,4712,NA,NA,NA,NA,NA,NA
"1606",2020-08-19,"Europe","EURO","France","FR",5062,227405,22,30318,NA,NA,NA,NA,NA,NA
"1607",2020-08-19,"Europe","EURO","Germany","DE",1533,228109,10,9491,NA,NA,NA,NA,NA,NA
"1608",2020-08-19,"Europe","EURO","Italy","IT",401,254636,5,35405,NA,NA,NA,NA,NA,NA
"1609",2020-08-19,"Europe","EURO","United Kingdom","GB",1298,322538,12,41566,NA,NA,NA,NA,NA,NA
"1610",2020-08-19,"Americas","AMRO","United States","US",41754,5496543,644,177428,NA,NA,NA,NA,NA,NA
"1611",2020-08-20,"Americas","AMRO","Canada","CA",282,123154,13,9007,NA,NA,NA,NA,NA,NA
"1612",2020-08-20,"Asia","WPRO","China","CN",33,90013,1,4713,NA,NA,NA,NA,NA,NA
"1613",2020-08-20,"Europe","EURO","France","FR",5035,232440,16,30334,NA,NA,NA,NA,NA,NA
"1614",2020-08-20,"Europe","EURO","Germany","DE",1754,229863,1,9492,NA,NA,NA,NA,NA,NA
"1615",2020-08-20,"Europe","EURO","Italy","IT",642,255278,7,35412,NA,NA,NA,NA,NA,NA
"1616",2020-08-20,"Europe","EURO","United Kingdom","GB",1116,323654,9,41575,NA,NA,NA,NA,NA,NA
"1617",2020-08-20,"Americas","AMRO","United States","US",41502,5538045,930,178358,NA,NA,NA,NA,NA,NA
"1618",2020-08-21,"Americas","AMRO","Canada","CA",336,123490,5,9012,NA,NA,NA,NA,NA,NA
"1619",2020-08-21,"Asia","WPRO","China","CN",40,90053,3,4716,NA,NA,NA,NA,NA,NA
"1620",2020-08-21,"Europe","EURO","France","FR",2155,234595,12,30346,NA,NA,NA,NA,NA,NA
"1621",2020-08-21,"Europe","EURO","Germany","DE",1620,231483,7,9499,NA,NA,NA,NA,NA,NA
"1622",2020-08-21,"Europe","EURO","Italy","IT",840,256118,6,35418,NA,NA,NA,NA,NA,NA
"1623",2020-08-21,"Europe","EURO","United Kingdom","GB",1282,324936,4,41579,NA,NA,NA,NA,NA,NA
"1624",2020-08-21,"Americas","AMRO","United States","US",46620,5584665,1267,179625,NA,NA,NA,NA,NA,NA
"1625",2020-08-22,"Americas","AMRO","Canada","CA",383,123873,4,9016,NA,NA,NA,NA,NA,NA
"1626",2020-08-22,"Asia","WPRO","China","CN",50,90103,0,4716,NA,NA,NA,NA,NA,NA
"1627",2020-08-22,"Europe","EURO","France","FR",820,235415,22,30368,NA,NA,NA,NA,NA,NA
"1628",2020-08-22,"Europe","EURO","Germany","DE",1656,233139,3,9502,NA,NA,NA,NA,NA,NA
"1629",2020-08-22,"Europe","EURO","Italy","IT",947,257065,9,35427,NA,NA,NA,NA,NA,NA
"1630",2020-08-22,"Europe","EURO","United Kingdom","GB",1498,326434,8,41587,NA,NA,NA,NA,NA,NA
"1631",2020-08-22,"Americas","AMRO","United States","US",46306,5630971,992,180617,NA,NA,NA,NA,NA,NA
"1632",2020-08-23,"Americas","AMRO","Canada","CA",499,124372,10,9026,NA,NA,NA,NA,NA,NA
"1633",2020-08-23,"Asia","WPRO","China","CN",38,90141,1,4717,NA,NA,NA,NA,NA,NA
"1634",2020-08-23,"Europe","EURO","France","FR",6485,241900,8,30376,NA,NA,NA,NA,NA,NA
"1635",2020-08-23,"Europe","EURO","Germany","DE",919,234058,2,9504,NA,NA,NA,NA,NA,NA
"1636",2020-08-23,"Europe","EURO","Italy","IT",1071,258136,3,35430,NA,NA,NA,NA,NA,NA
"1637",2020-08-23,"Europe","EURO","United Kingdom","GB",1218,327652,7,41594,NA,NA,NA,NA,NA,NA
"1638",2020-08-23,"Americas","AMRO","United States","US",47570,5678541,1004,181621,NA,NA,NA,NA,NA,NA
"1639",2020-08-24,"Americas","AMRO","Canada","CA",257,124629,7,9033,NA,NA,NA,NA,NA,NA
"1640",2020-08-24,"Asia","WPRO","China","CN",41,90182,1,4718,NA,NA,NA,NA,NA,NA
"1641",2020-08-24,"Europe","EURO","France","FR",6705,248605,1,30377,NA,NA,NA,NA,NA,NA
"1642",2020-08-24,"Europe","EURO","Germany","DE",565,234623,0,9504,NA,NA,NA,NA,NA,NA
"1643",2020-08-24,"Europe","EURO","Italy","IT",1209,259345,7,35437,NA,NA,NA,NA,NA,NA
"1644",2020-08-24,"Europe","EURO","United Kingdom","GB",842,328494,9,41603,NA,NA,NA,NA,NA,NA
"1645",2020-08-24,"Americas","AMRO","United States","US",41304,5719845,999,182620,NA,NA,NA,NA,NA,NA
"1646",2020-08-25,"Americas","AMRO","Canada","CA",267,124896,2,9035,NA,NA,NA,NA,NA,NA
"1647",2020-08-25,"Asia","WPRO","China","CN",23,90205,0,4718,NA,NA,NA,NA,NA,NA
"1648",2020-08-25,"Europe","EURO","France","FR",6565,255170,18,30395,NA,NA,NA,NA,NA,NA
"1649",2020-08-25,"Europe","EURO","Germany","DE",1426,236049,5,9509,NA,NA,NA,NA,NA,NA
"1650",2020-08-25,"Europe","EURO","Italy","IT",953,260298,4,35441,NA,NA,NA,NA,NA,NA
"1651",2020-08-25,"Europe","EURO","United Kingdom","GB",831,329325,16,41619,NA,NA,NA,NA,NA,NA
"1652",2020-08-25,"Americas","AMRO","United States","US",36882,5756727,840,183460,NA,NA,NA,NA,NA,NA
"1653",2020-08-26,"Americas","AMRO","Canada","CA",750,125646,10,9045,NA,NA,NA,NA,NA,NA
"1654",2020-08-26,"Asia","WPRO","China","CN",34,90239,1,4719,NA,NA,NA,NA,NA,NA
"1655",2020-08-26,"Europe","EURO","France","FR",7331,262501,16,30411,NA,NA,NA,NA,NA,NA
"1656",2020-08-26,"Europe","EURO","Germany","DE",1486,237535,2,9511,NA,NA,NA,NA,NA,NA
"1657",2020-08-26,"Europe","EURO","Italy","IT",876,261174,4,35445,NA,NA,NA,NA,NA,NA
"1658",2020-08-26,"Europe","EURO","United Kingdom","GB",1301,330626,6,41625,NA,NA,NA,NA,NA,NA
"1659",2020-08-26,"Americas","AMRO","United States","US",36099,5792826,603,184063,NA,NA,NA,NA,NA,NA
"1660",2020-08-27,"Americas","AMRO","Canada","CA",323,125969,7,9052,NA,NA,NA,NA,NA,NA
"1661",2020-08-27,"Asia","WPRO","China","CN",32,90271,1,4720,NA,NA,NA,NA,NA,NA
"1662",2020-08-27,"Europe","EURO","France","FR",7185,269686,0,30411,NA,NA,NA,NA,NA,NA
"1663",2020-08-27,"Europe","EURO","Germany","DE",1618,239153,2,9513,NA,NA,NA,NA,NA,NA
"1664",2020-08-27,"Europe","EURO","Italy","IT",1366,262540,13,35458,NA,NA,NA,NA,NA,NA
"1665",2020-08-27,"Europe","EURO","United Kingdom","GB",1270,331896,12,41637,NA,NA,NA,NA,NA,NA
"1666",2020-08-27,"Americas","AMRO","United States","US",40321,5833147,879,184942,NA,NA,NA,NA,NA,NA
"1667",2020-08-28,"Americas","AMRO","Canada","CA",448,126417,4,9056,NA,NA,NA,NA,NA,NA
"1668",2020-08-28,"Asia","WPRO","China","CN",30,90301,2,4722,NA,NA,NA,NA,NA,NA
"1669",2020-08-28,"Europe","EURO","France","FR",2874,272560,29,30440,NA,NA,NA,NA,NA,NA
"1670",2020-08-28,"Europe","EURO","Germany","DE",1543,240696,1,9514,NA,NA,NA,NA,NA,NA
"1671",2020-08-28,"Europe","EURO","Italy","IT",1409,263949,5,35463,NA,NA,NA,NA,NA,NA
"1672",2020-08-28,"Europe","EURO","United Kingdom","GB",1388,333284,11,41648,NA,NA,NA,NA,NA,NA
"1673",2020-08-28,"Americas","AMRO","United States","US",46725,5879872,1053,185995,NA,NA,NA,NA,NA,NA
"1674",2020-08-29,"Americas","AMRO","Canada","CA",431,126848,8,9064,NA,NA,NA,NA,NA,NA
"1675",2020-08-29,"Asia","WPRO","China","CN",22,90323,3,4725,NA,NA,NA,NA,NA,NA
"1676",2020-08-29,"Europe","EURO","France","FR",1197,273757,20,30460,NA,NA,NA,NA,NA,NA
"1677",2020-08-29,"Europe","EURO","Germany","DE",1390,242086,3,9517,NA,NA,NA,NA,NA,NA
"1678",2020-08-29,"Europe","EURO","Italy","IT",1460,265409,9,35472,NA,NA,NA,NA,NA,NA
"1679",2020-08-29,"Europe","EURO","United Kingdom","GB",1591,334875,9,41657,NA,NA,NA,NA,NA,NA
"1680",2020-08-29,"Americas","AMRO","United States","US",46754,5926626,952,186947,NA,NA,NA,NA,NA,NA
"1681",2020-08-30,"Americas","AMRO","Canada","CA",462,127310,11,9075,NA,NA,NA,NA,NA,NA
"1682",2020-08-30,"Asia","WPRO","China","CN",28,90351,3,4728,NA,NA,NA,NA,NA,NA
"1683",2020-08-30,"Europe","EURO","France","FR",9349,283106,5,30465,NA,NA,NA,NA,NA,NA
"1684",2020-08-30,"Europe","EURO","Germany","DE",834,242920,2,9519,NA,NA,NA,NA,NA,NA
"1685",2020-08-30,"Europe","EURO","Italy","IT",1444,266853,1,35473,NA,NA,NA,NA,NA,NA
"1686",2020-08-30,"Europe","EURO","United Kingdom","GB",1632,336507,11,41668,NA,NA,NA,NA,NA,NA
"1687",2020-08-30,"Americas","AMRO","United States","US",46784,5973410,1029,187976,NA,NA,NA,NA,NA,NA
"1688",2020-08-31,"Americas","AMRO","Canada","CA",363,127673,0,9075,NA,NA,NA,NA,NA,NA
"1689",2020-08-31,"Asia","WPRO","China","CN",32,90383,1,4729,NA,NA,NA,NA,NA,NA
"1690",2020-08-31,"Europe","EURO","France","FR",8572,291678,2,30467,NA,NA,NA,NA,NA,NA
"1691",2020-08-31,"Europe","EURO","Germany","DE",537,243457,3,9522,NA,NA,NA,NA,NA,NA
"1692",2020-08-31,"Europe","EURO","Italy","IT",1365,268218,4,35477,NA,NA,NA,NA,NA,NA
"1693",2020-08-31,"Europe","EURO","United Kingdom","GB",1230,337737,5,41673,NA,NA,NA,NA,NA,NA
"1694",2020-08-31,"Americas","AMRO","United States","US",40699,6014109,821,188797,NA,NA,NA,NA,NA,NA
"1695",2020-09-01,"Americas","AMRO","Canada","CA",267,127940,4,9079,NA,NA,NA,NA,NA,NA
"1696",2020-09-01,"Asia","WPRO","China","CN",19,90402,1,4730,NA,NA,NA,NA,NA,NA
"1697",2020-09-01,"Europe","EURO","France","FR",8987,300665,27,30494,NA,NA,NA,NA,NA,NA
"1698",2020-09-01,"Europe","EURO","Germany","DE",1185,244642,4,9526,NA,NA,NA,NA,NA,NA
"1699",2020-09-01,"Europe","EURO","Italy","IT",996,269214,6,35483,NA,NA,NA,NA,NA,NA
"1700",2020-09-01,"Europe","EURO","United Kingdom","GB",1171,338908,6,41679,NA,NA,NA,NA,NA,NA
"1701",2020-09-01,"Americas","AMRO","United States","US",36593,6050702,727,189524,NA,NA,NA,NA,NA,NA
"1702",2020-09-02,"Americas","AMRO","Canada","CA",1008,128948,9,9088,NA,NA,NA,NA,NA,NA
"1703",2020-09-02,"Asia","WPRO","China","CN",20,90422,1,4731,NA,NA,NA,NA,NA,NA
"1704",2020-09-02,"Europe","EURO","France","FR",9539,310204,23,30517,NA,NA,NA,NA,NA,NA
"1705",2020-09-02,"Europe","EURO","Germany","DE",1323,245965,3,9529,NA,NA,NA,NA,NA,NA
"1706",2020-09-02,"Europe","EURO","Italy","IT",975,270189,8,35491,NA,NA,NA,NA,NA,NA
"1707",2020-09-02,"Europe","EURO","United Kingdom","GB",1513,340421,10,41689,NA,NA,NA,NA,NA,NA
"1708",2020-09-02,"Americas","AMRO","United States","US",38805,6089507,573,190097,NA,NA,NA,NA,NA,NA
"1709",2020-09-03,"Americas","AMRO","Canada","CA",477,129425,6,9094,NA,NA,NA,NA,NA,NA
"1710",2020-09-03,"Asia","WPRO","China","CN",20,90442,3,4734,NA,NA,NA,NA,NA,NA
"1711",2020-09-03,"Europe","EURO","France","FR",9818,320022,22,30539,NA,NA,NA,NA,NA,NA
"1712",2020-09-03,"Europe","EURO","Germany","DE",1411,247376,3,9532,NA,NA,NA,NA,NA,NA
"1713",2020-09-03,"Europe","EURO","Italy","IT",1326,271515,6,35497,NA,NA,NA,NA,NA,NA
"1714",2020-09-03,"Europe","EURO","United Kingdom","GB",2288,342709,5,41694,NA,NA,NA,NA,NA,NA
"1715",2020-09-03,"Americas","AMRO","United States","US",38938,6128445,857,190954,NA,NA,NA,NA,NA,NA
"1716",2020-09-04,"Americas","AMRO","Canada","CA",498,129923,3,9097,NA,NA,NA,NA,NA,NA
"1717",2020-09-04,"Asia","WPRO","China","CN",33,90475,1,4735,NA,NA,NA,NA,NA,NA
"1718",2020-09-04,"Europe","EURO","France","FR",3693,323715,0,30539,NA,NA,NA,NA,NA,NA
"1719",2020-09-04,"Europe","EURO","Germany","DE",1517,248893,7,9539,NA,NA,NA,NA,NA,NA
"1720",2020-09-04,"Europe","EURO","Italy","IT",1397,272912,10,35507,NA,NA,NA,NA,NA,NA
"1721",2020-09-04,"Europe","EURO","United Kingdom","GB",3077,345786,10,41704,NA,NA,NA,NA,NA,NA
"1722",2020-09-04,"Americas","AMRO","United States","US",43906,6172351,866,191820,NA,NA,NA,NA,NA,NA
"1723",2020-09-05,"Americas","AMRO","Canada","CA",570,130493,6,9103,NA,NA,NA,NA,NA,NA
"1724",2020-09-05,"Asia","WPRO","China","CN",23,90498,0,4735,NA,NA,NA,NA,NA,NA
"1725",2020-09-05,"Europe","EURO","France","FR",1355,325070,0,30539,NA,NA,NA,NA,NA,NA
"1726",2020-09-05,"Europe","EURO","Germany","DE",1494,250387,7,9546,NA,NA,NA,NA,NA,NA
"1727",2020-09-05,"Europe","EURO","Italy","IT",1732,274644,11,35518,NA,NA,NA,NA,NA,NA
"1728",2020-09-05,"Europe","EURO","United Kingdom","GB",3152,348938,10,41714,NA,NA,NA,NA,NA,NA
"1729",2020-09-05,"Americas","AMRO","United States","US",45220,6217571,947,192767,NA,NA,NA,NA,NA,NA
"1730",2020-09-06,"Americas","AMRO","Canada","CA",631,131124,1,9104,NA,NA,NA,NA,NA,NA
"1731",2020-09-06,"Asia","WPRO","China","CN",19,90517,0,4735,NA,NA,NA,NA,NA,NA
"1732",2020-09-06,"Europe","EURO","France","FR",12098,337168,7,30546,NA,NA,NA,NA,NA,NA
"1733",2020-09-06,"Europe","EURO","Germany","DE",1106,251493,7,9553,NA,NA,NA,NA,NA,NA
